,accuracy,val_accuracy,loss,val_loss,test_loss,test_acc
0,0.9083898067474365,0.9355932474136353,0.23700717091560364,0.16934898495674133,0.2710151970386505,0.9722222089767456
1,0.9481567740440369,0.9524152278900146,0.13990569114685059,0.12755520641803741,0.2710151970386505,0.9722222089767456
2,0.9597351551055908,0.9599575996398926,0.11171701550483704,0.10786477476358414,0.2710151970386505,0.9722222089767456
3,0.9665042161941528,0.9644067883491516,0.09419068694114685,0.0959182158112526,0.2710151970386505,0.9722222089767456
4,0.9713559150695801,0.9681355953216553,0.08180060982704163,0.08778642117977142,0.2710151970386505,0.9722222089767456
5,0.9748940467834473,0.9702118635177612,0.07243962585926056,0.08219890296459198,0.2710151970386505,0.9722222089767456
6,0.9776906967163086,0.9722033739089966,0.06501550227403641,0.07793346792459488,0.2710151970386505,0.9722222089767456
7,0.9800741672515869,0.9740678071975708,0.05883045867085457,0.07444731146097183,0.2710151970386505,0.9722222089767456
8,0.9819279909133911,0.9747881293296814,0.05348730459809303,0.0719921737909317,0.2710151970386505,0.9722222089767456
9,0.9836122989654541,0.9753813743591309,0.0488017201423645,0.06976306438446045,0.2710151970386505,0.9722222089767456
10,0.9851800799369812,0.9764406681060791,0.04455650597810745,0.06767483055591583,0.2710151970386505,0.9722222089767456
11,0.9867478609085083,0.9767796397209167,0.04066871106624603,0.06621397286653519,0.2710151970386505,0.9722222089767456
12,0.9882838726043701,0.9771609902381897,0.03712378069758415,0.06509329378604889,0.2710151970386505,0.9722222089767456
13,0.9897245764732361,0.9774576425552368,0.033829718828201294,0.06432099640369415,0.2710151970386505,0.9722222089767456
14,0.9910063743591309,0.9776270985603333,0.030765971168875694,0.06454205513000488,0.2710151970386505,0.9722222089767456
15,0.9920762777328491,0.9777542352676392,0.027904266491532326,0.06442423909902573,0.2710151970386505,0.9722222089767456
16,0.9930720329284668,0.9780084490776062,0.025243336334824562,0.06425707787275314,0.2710151970386505,0.9722222089767456
17,0.9941631555557251,0.9783051013946533,0.022758496925234795,0.06405114382505417,0.2710151970386505,0.9722222089767456
18,0.9950000047683716,0.9787288308143616,0.020426319912075996,0.06359151750802994,0.2710151970386505,0.9722222089767456
19,0.9958580732345581,0.978898286819458,0.018259745091199875,0.06355168670415878,0.2710151970386505,0.9722222089767456
20,0.9965466260910034,0.9793220162391663,0.016216140240430832,0.06372983008623123,0.2710151970386505,0.9722222089767456
