,accuracy,val_accuracy,loss,val_loss,test_loss,test_acc
0,0.9084427952766418,0.9353813529014587,0.2354825735092163,0.16837236285209656,0.19535933434963226,0.9444444179534912
1,0.9502118825912476,0.9526271224021912,0.13499566912651062,0.12517015635967255,0.19535933434963226,0.9444444179534912
2,0.9607203602790833,0.9617796540260315,0.10793956369161606,0.10535687208175659,0.19535933434963226,0.9444444179534912
3,0.9669915437698364,0.9662288427352905,0.0920809954404831,0.09411865472793579,0.19535933434963226,0.9444444179534912
4,0.9716737270355225,0.9694491624832153,0.08082163333892822,0.08690182119607925,0.19535933434963226,0.9444444179534912
5,0.9750211834907532,0.9714406728744507,0.07201837748289108,0.08169595897197723,0.19535933434963226,0.9444444179534912
6,0.9778072237968445,0.9728813767433167,0.06474924832582474,0.0778307318687439,0.19535933434963226,0.9444444179534912
7,0.9799894094467163,0.9735593199729919,0.05852676182985306,0.07463859766721725,0.19535933434963226,0.9444444179534912
8,0.9818856120109558,0.9741101861000061,0.05307818576693535,0.07220656424760818,0.19535933434963226,0.9444444179534912
9,0.9839406609535217,0.9749576449394226,0.048210568726062775,0.07020369917154312,0.19535933434963226,0.9444444179534912
10,0.9857521057128906,0.9762288331985474,0.04376870021224022,0.06850693374872208,0.19535933434963226,0.9444444179534912
11,0.9875741600990295,0.9767372608184814,0.039719536900520325,0.06712791323661804,0.19535933434963226,0.9444444179534912
12,0.9889194965362549,0.9771609902381897,0.03596058115363121,0.06601669639348984,0.19535933434963226,0.9444444179534912
13,0.9904448986053467,0.9772881269454956,0.03249223530292511,0.06527318805456161,0.19535933434963226,0.9444444179534912
14,0.9917373061180115,0.9778389930725098,0.02929025888442993,0.0646805688738823,0.19535933434963226,0.9444444179534912
15,0.9930190443992615,0.9780932068824768,0.026328515261411667,0.06410180777311325,0.19535933434963226,0.9444444179534912
16,0.9940254092216492,0.9783051013946533,0.023609759286046028,0.06389422714710236,0.19535933434963226,0.9444444179534912
17,0.994936466217041,0.9787712097167969,0.021086696535348892,0.06386259198188782,0.19535933434963226,0.9444444179534912
18,0.9958580732345581,0.9790678024291992,0.018760554492473602,0.06372474133968353,0.19535933434963226,0.9444444179534912
19,0.9967160820960999,0.9791525602340698,0.016613898798823357,0.06381534039974213,0.19535933434963226,0.9444444179534912
20,0.9973623156547546,0.9791949391365051,0.01463763602077961,0.06403373926877975,0.19535933434963226,0.9444444179534912
21,0.9978389739990234,0.9794067740440369,0.01282706018537283,0.06463363766670227,0.19535933434963226,0.9444444179534912
22,0.9982415437698364,0.9797457456588745,0.011195437982678413,0.06544762849807739,0.19535933434963226,0.9444444179534912
23,0.99870765209198,0.9794491529464722,0.009746503084897995,0.06642711907625198,0.19535933434963226,0.9444444179534912
24,0.9989407062530518,0.9795762896537781,0.008448776789009571,0.06762315332889557,0.19535933434963226,0.9444444179534912
25,0.9991843104362488,0.9795762896537781,0.007325822953134775,0.06901711970567703,0.19535933434963226,0.9444444179534912
26,0.99935382604599,0.9798305034637451,0.0063507105223834515,0.0702102780342102,0.19535933434963226,0.9444444179534912
27,0.9995338916778564,0.9796609878540039,0.005529838148504496,0.07161363959312439,0.19535933434963226,0.9444444179534912
28,0.999618649482727,0.9798305034637451,0.004876838531345129,0.07271866500377655,0.19535933434963226,0.9444444179534912
29,0.9996610283851624,0.979957640171051,0.0043410141952335835,0.07410109043121338,0.19535933434963226,0.9444444179534912
30,0.999745786190033,0.9796186685562134,0.0038824707735329866,0.07540629059076309,0.19535933434963226,0.9444444179534912
31,0.999745786190033,0.9797457456588745,0.003662725444883108,0.0773383229970932,0.19535933434963226,0.9444444179534912
32,0.9997351765632629,0.9792372584342957,0.0036300241481512785,0.07918502390384674,0.19535933434963226,0.9444444179534912
33,0.9995551109313965,0.9777542352676392,0.0037305194418877363,0.08050917088985443,0.19535933434963226,0.9444444179534912
34,0.9996716380119324,0.9771186709403992,0.0032858389895409346,0.08981523662805557,0.19535933434963226,0.9444444179534912
35,0.9996821880340576,0.9755932092666626,0.00288221868686378,0.09296487271785736,0.19535933434963226,0.9444444179534912
36,0.999745786190033,0.976822018623352,0.002590800402686,0.08871601521968842,0.19535933434963226,0.9444444179534912
37,0.9996927976608276,0.9788135886192322,0.00260575907304883,0.08171825855970383,0.19535933434963226,0.9444444179534912
38,0.9997563362121582,0.9785169363021851,0.002102433005347848,0.08326468616724014,0.19535933434963226,0.9444444179534912
39,0.9998623132705688,0.9781355857849121,0.0018245691899210215,0.08894235640764236,0.19535933434963226,0.9444444179534912
40,0.9998093247413635,0.9788135886192322,0.001827320666052401,0.08734701573848724,0.19535933434963226,0.9444444179534912
41,0.9998093247413635,0.9790678024291992,0.0017132647335529327,0.08614666759967804,0.19535933434963226,0.9444444179534912
